date,time,volume,high,low,open,close
2017-10-03,21:59:37,0.125727,4940000.0,4881000.0,4913000.0,4881000.0
2017-10-03,22:58:20,0.130517,4908000.0,4839000.0,4880000.0,4843000.0
2017-10-03,23:59:37,0.127334,4925000.0,4831000.0,4870000.0,4906000.0
2017-10-04,00:59:01,0.129712,4923000.0,4865000.0,4904000.0,4920000.0
2017-10-04,01:58:52,0.19187636,4947000.0,4880000.0,4923000.0,4899000.0
2017-10-04,02:59:03,0.23623784,4939000.0,4885000.0,4897000.0,4938000.0
2017-10-04,03:59:20,0.17379574,4947000.0,4901000.0,4905000.0,4910000.0
2017-10-04,04:59:31,0.12335299999999999,4949000.0,4887000.0,4913000.0,4893000.0
2017-10-04,05:59:40,0.3476,4939000.0,4882000.0,4893000.0,4937000.0
2017-10-04,06:59:49,0.130629,4944000.0,4901000.0,4913000.0,4907000.0
2017-10-04,07:59:32,0.129707,4969000.0,4903000.0,4907000.0,4969000.0
2017-10-04,08:58:51,0.61078281,4990000.0,4932000.0,4969000.0,4964000.0
2017-10-04,09:59:45,1.89003128,4994000.0,4924000.0,4987000.0,4940000.0
2017-10-04,10:59:46,0.162204,4978000.0,4920000.0,4943000.0,4949000.0
2017-10-04,11:59:32,0.14284552,4958000.0,4897000.0,4927000.0,4945000.0
2017-10-04,12:59:24,0.106967,4960000.0,4909000.0,4912000.0,4913000.0
2017-10-04,13:59:45,0.115777,4965000.0,4918000.0,4952000.0,4936000.0
2017-10-04,14:59:25,0.107767,4999000.0,4931000.0,4931000.0,4997000.0
2017-10-04,15:58:41,0.115941,5002000.0,4943000.0,4997000.0,4986000.0
2017-10-04,16:18:26,0.041597,4995000.0,4947000.0,4978000.0,4995000.0
2017-10-04,17:18:11,0.025,4974000.0,4971000.0,4974000.0,4971000.0
2017-10-04,18:59:18,0.073397,4952000.0,4877000.0,4952000.0,4928000.0
2017-10-04,19:58:28,0.256701,4933000.0,4872000.0,4926000.0,4907000.0
2017-10-04,20:59:57,0.131168,4925000.0,4889000.0,4919000.0,4924000.0
2017-10-04,21:59:18,0.18654400000000002,4925000.0,4858000.0,4925000.0,4872000.0
2017-10-04,22:59:57,0.245706,4920000.0,4868000.0,4873000.0,4904000.0
2017-10-04,23:59:40,0.59420306,4917000.0,4848000.0,4904000.0,4887000.0
2017-10-05,00:59:29,1.50980102,4918000.0,4837000.0,4887000.0,4865000.0
2017-10-05,01:59:48,0.22059600000000001,4903000.0,4845000.0,4899000.0,4891000.0
2017-10-05,02:58:47,0.151177,4894000.0,4846000.0,4894000.0,4884000.0
2017-10-05,03:59:56,0.108601,4891000.0,4843000.0,4855000.0,4879000.0
2017-10-05,04:59:32,0.11146700000000001,4895000.0,4854000.0,4887000.0,4857000.0
2017-10-05,05:59:34,0.155566,4904000.0,4851000.0,4888000.0,4894000.0
2017-10-05,06:59:43,0.12131700000000001,4907000.0,4862000.0,4891000.0,4877000.0
2017-10-05,07:59:57,0.12135399999999999,4926000.0,4869000.0,4877000.0,4902000.0
2017-10-05,08:59:44,0.343016,4928000.0,4885000.0,4900000.0,4895000.0
2017-10-05,09:58:54,0.14743,4924000.0,4854000.0,4894000.0,4885000.0
2017-10-05,10:59:26,1.13454091,4930000.0,4867000.0,4890000.0,4918000.0
2017-10-05,11:59:44,0.135657,4920000.0,4856000.0,4916000.0,4864000.0
2017-10-05,12:59:39,0.150697,4906000.0,4824000.0,4868000.0,4826000.0
2017-10-05,13:59:09,0.117101,4862000.0,4811000.0,4858000.0,4826000.0
2017-10-05,14:59:49,0.18825371,4852000.0,4811000.0,4829000.0,4849000.0
2017-10-05,15:59:46,0.134152,4865000.0,4812000.0,4812000.0,4862000.0
2017-10-05,16:20:55,0.09499125,4858000.0,4839000.0,4839000.0,4858000.0
2017-10-05,19:59:10,0.24166999999999997,4937000.0,4877000.0,4877000.0,4930000.0
2017-10-05,20:59:14,1.05587475,4939000.0,4893000.0,4937000.0,4904000.0
2017-10-05,21:59:25,0.104059,4993000.0,4903000.0,4903000.0,4962000.0
2017-10-05,22:59:34,0.13335999999999998,4988000.0,4916000.0,4985000.0,4958000.0
2017-10-05,23:59:42,0.161029,4965000.0,4923000.0,4960000.0,4954000.0
2017-10-06,00:59:50,0.152651,4980000.0,4923000.0,4928000.0,4938000.0
2017-10-06,01:59:21,0.14070882,4964000.0,4922000.0,4938000.0,4959000.0
2017-10-06,02:59:47,0.143153,4964000.0,4914000.0,4947000.0,4955000.0
2017-10-06,03:59:55,0.12397799999999999,4985000.0,4923000.0,4923000.0,4971000.0
2017-10-06,04:59:00,0.12825899999999998,4989000.0,4941000.0,4972000.0,4951000.0
2017-10-06,05:59:35,0.113699,4990000.0,4917000.0,4953000.0,4949000.0
2017-10-06,06:59:14,0.49083903,4975000.0,4928000.0,4948000.0,4964000.0
2017-10-06,07:58:32,0.13381128,4985000.0,4926000.0,4965000.0,4984000.0
2017-10-06,08:59:52,0.137737,4989000.0,4919000.0,4960000.0,4926000.0
2017-10-06,09:59:56,0.12341500000000001,4975000.0,4917000.0,4927000.0,4974000.0
2017-10-06,10:59:41,0.12274600000000001,4989000.0,4941000.0,4974000.0,4948000.0
2017-10-06,11:58:50,0.11838299999999999,4986000.0,4942000.0,4948000.0,4947000.0
2017-10-06,12:59:33,0.14287,4979000.0,4944000.0,4978000.0,4948000.0
2017-10-06,13:59:33,0.121478,4970000.0,4948000.0,4948000.0,4948000.0
2017-10-06,14:59:16,0.14677286,4989000.0,4948000.0,4948000.0,4976000.0
2017-10-06,15:47:44,0.080616,5015000.0,4968000.0,4968000.0,5013000.0
2017-10-06,16:50:24,0.21194278,5018000.0,5018000.0,5018000.0,5018000.0
2017-10-06,17:48:54,21.30097763,4954000.0,4885000.0,4932000.0,4954000.0
2017-10-06,18:59:39,0.073216,5026000.0,4975000.0,5015000.0,4978000.0
2017-10-06,19:59:24,0.145266,5031000.0,4972000.0,5026000.0,5018000.0
2017-10-06,20:59:15,0.135348,5016000.0,4963000.0,4979000.0,5004000.0
2017-10-06,21:59:54,0.135533,5013000.0,4948000.0,4967000.0,4994000.0
2017-10-06,22:59:43,0.824517,4992000.0,4936000.0,4959000.0,4940000.0
2017-10-06,23:59:20,0.138879,5016000.0,4940000.0,4983000.0,5000000.0
2017-10-07,00:59:53,0.140929,5014000.0,4953000.0,5002000.0,4961000.0
2017-10-07,01:59:48,0.13675199999999998,5006000.0,4946000.0,4996000.0,4993000.0
2017-10-07,02:59:52,0.144241,5005000.0,4930000.0,4993000.0,4935000.0
2017-10-07,03:59:40,0.131375,4977000.0,4923000.0,4929000.0,4977000.0
2017-10-07,04:59:35,0.138311,4977000.0,4917000.0,4934000.0,4973000.0
2017-10-07,05:59:26,0.145209,4994000.0,4934000.0,4973000.0,4977000.0
2017-10-07,06:59:22,0.13101,5003000.0,4935000.0,4977000.0,4961000.0
2017-10-07,07:59:24,0.24626199999999998,5015000.0,4950000.0,4955000.0,5010000.0
2017-10-07,08:59:39,0.127771,5034000.0,4964000.0,4966000.0,5027000.0
2017-10-07,09:59:49,0.130864,5031000.0,4961000.0,4983000.0,4978000.0
2017-10-07,10:59:15,0.13994600000000001,5021000.0,4965000.0,4982000.0,4967000.0
2017-10-07,11:59:46,0.133008,5014000.0,4959000.0,5012000.0,5004000.0
2017-10-07,12:39:10,0.086796,5015000.0,4961000.0,4971000.0,4971000.0
2017-10-07,14:59:13,0.12266300000000001,5025000.0,4972000.0,4985000.0,4973000.0
2017-10-07,15:59:42,0.157453,5021000.0,4947000.0,4973000.0,4947000.0
2017-10-07,16:59:35,0.143649,4999000.0,4935000.0,4989000.0,4983000.0
2017-10-07,17:59:48,0.149029,5017000.0,4950000.0,4951000.0,5006000.0
2017-10-07,18:59:32,0.127977,5010000.0,4957000.0,5007000.0,5004000.0
2017-10-07,19:59:34,0.14958,5010000.0,4955000.0,4971000.0,4960000.0
2017-10-07,20:59:15,0.1733086,4998000.0,4960000.0,4993000.0,4982000.0
2017-10-07,21:59:54,0.145304,5004000.0,4962000.0,4983000.0,5004000.0
2017-10-07,22:59:44,0.161624,5024000.0,4962000.0,4997000.0,4977000.0
2017-10-07,23:59:52,0.159175,5022000.0,4962000.0,4978000.0,4962000.0
2017-10-08,00:59:55,0.151428,5016000.0,4962000.0,4962000.0,4976000.0
2017-10-08,01:59:30,0.13613499999999998,5015000.0,4962000.0,4976000.0,4970000.0
2017-10-08,02:59:41,0.13408599999999998,5021000.0,4964000.0,5006000.0,5008000.0
2017-10-08,03:59:58,1.26768038,5020000.0,4967000.0,5014000.0,4973000.0
2017-10-08,04:59:48,0.14639902,5017000.0,4965000.0,4972000.0,4971000.0
2017-10-08,05:59:48,0.131839,5019000.0,4965000.0,4970000.0,4968000.0
2017-10-08,06:59:29,0.120532,5018000.0,4963000.0,5017000.0,4970000.0
2017-10-08,07:59:11,0.138352,5044000.0,4962000.0,4970000.0,5044000.0
2017-10-08,08:59:47,0.137104,5070000.0,5001000.0,5005000.0,5047000.0
2017-10-08,09:59:38,0.12173099999999999,5068000.0,5002000.0,5044000.0,5063000.0
2017-10-08,10:59:45,0.119881,5067000.0,5013000.0,5020000.0,5054000.0
2017-10-08,11:59:55,0.133697,5061000.0,5006000.0,5019000.0,5052000.0
2017-10-08,12:59:56,0.14002699999999998,5058000.0,5001000.0,5048000.0,5054000.0
2017-10-08,13:59:35,0.65390564,5056000.0,4995000.0,5054000.0,5039000.0
2017-10-08,14:59:59,0.140413,5049000.0,4993000.0,5006000.0,5000000.0
2017-10-08,15:59:47,0.167078,5067000.0,4998000.0,5005000.0,5060000.0
2017-10-08,16:56:08,0.12383800000000002,5075000.0,5014000.0,5016000.0,5064000.0
2017-10-08,17:58:19,0.32051599999999997,5065000.0,5028000.0,5037000.0,5065000.0
2017-10-08,18:34:09,0.26863200000000004,5068000.0,5031000.0,5031000.0,5035000.0
2017-10-08,19:40:48,5.25435029,5058000.0,5049000.0,5055000.0,5049000.0
2017-10-08,20:58:06,2.74273306,5076000.0,5023000.0,5030000.0,5048000.0
2017-10-08,21:59:44,64.39601814,5082000.0,5044000.0,5055000.0,5058000.0
2017-10-08,22:19:44,63.53878617,5086000.0,5047000.0,5064000.0,5070000.0
2017-10-09,00:59:35,0.18829206,5185000.0,5136000.0,5183000.0,5140000.0
2017-10-09,01:59:28,0.79174489,5192000.0,5117000.0,5184000.0,5163000.0
2017-10-09,02:59:44,0.10808499999999999,5187000.0,5127000.0,5129000.0,5182000.0
2017-10-09,03:59:41,0.247691,5191000.0,5123000.0,5179000.0,5173000.0
2017-10-09,04:59:45,0.162125,5207000.0,5126000.0,5173000.0,5165000.0
2017-10-09,05:59:49,5.83172236,5224000.0,5012000.0,5169000.0,5043000.0
2017-10-09,06:59:35,0.186187,5218000.0,5150000.0,5158000.0,5217000.0
2017-10-09,07:58:36,0.12570499999999998,5256000.0,5178000.0,5178000.0,5205000.0
2017-10-09,08:58:06,0.154701,5263000.0,5210000.0,5217000.0,5217000.0
2017-10-09,09:59:58,0.150848,5269000.0,5212000.0,5222000.0,5219000.0
2017-10-09,10:59:43,0.155844,5304000.0,5216000.0,5262000.0,5255000.0
2017-10-09,11:59:28,0.12403900000000001,5301000.0,5243000.0,5294000.0,5254000.0
2017-10-09,12:58:51,0.165312,5320000.0,5245000.0,5251000.0,5276000.0
2017-10-09,13:59:51,0.124155,5312000.0,5213000.0,5275000.0,5258000.0
2017-10-09,14:59:31,0.21391014,5298000.0,5207000.0,5207000.0,5224000.0
2017-10-09,15:59:57,0.154101,5248000.0,5188000.0,5228000.0,5210000.0
2017-10-09,16:58:51,0.166633,5266000.0,5210000.0,5210000.0,5266000.0
2017-10-09,17:58:17,0.15568800000000002,5266000.0,5221000.0,5266000.0,5266000.0
2017-10-09,18:58:14,0.41321899999999995,5290000.0,5223000.0,5266000.0,5241000.0
2017-10-09,19:59:37,0.133581,5296000.0,5235000.0,5285000.0,5289000.0
2017-10-09,20:59:09,0.140873,5312000.0,5251000.0,5294000.0,5294000.0
2017-10-09,21:58:43,0.20834388,5308000.0,5256000.0,5296000.0,5296000.0
2017-10-09,22:59:10,0.147785,5307000.0,5254000.0,5298000.0,5305000.0
2017-10-09,23:59:22,0.153396,5389000.0,5263000.0,5302000.0,5389000.0
2017-10-10,00:58:08,0.10601600000000001,5414000.0,5350000.0,5403000.0,5353000.0
2017-10-10,01:59:53,0.51983946,5411000.0,5337000.0,5354000.0,5366000.0
2017-10-10,02:59:47,1.97265752,5487000.0,5347000.0,5366000.0,5487000.0
2017-10-10,03:58:52,0.26552600000000004,5545000.0,5451000.0,5481000.0,5522000.0
2017-10-10,04:58:02,0.115318,5761000.0,5524000.0,5524000.0,5702000.0
2017-10-10,05:58:53,0.127918,5663000.0,5510000.0,5571000.0,5655000.0
2017-10-10,06:58:37,0.136546,5663000.0,5538000.0,5663000.0,5564000.0
2017-10-10,07:58:12,0.140433,5620000.0,5449000.0,5557000.0,5476000.0
2017-10-10,08:59:24,2.07845219,5555000.0,5248000.0,5470000.0,5477000.0
2017-10-10,09:59:08,0.137801,5599000.0,5469000.0,5469000.0,5569000.0
2017-10-10,10:58:03,0.50785014,5631000.0,5519000.0,5586000.0,5534000.0
2017-10-10,11:59:44,0.15300277,5584000.0,5488000.0,5543000.0,5573000.0
2017-10-10,12:59:35,0.116731,5584000.0,5496000.0,5582000.0,5517000.0
2017-10-10,13:58:38,0.23216882,5574000.0,5476000.0,5520000.0,5537000.0
2017-10-10,14:58:51,0.21529037,5543000.0,5537000.0,5537000.0,5537000.0
2017-10-10,15:57:30,0.26963779,5620000.0,5537000.0,5537000.0,5605000.0
2017-10-10,16:59:23,0.128197,5605000.0,5537000.0,5601000.0,5570000.0
2017-10-10,17:58:33,1.34379556,5565000.0,5486000.0,5565000.0,5560000.0
2017-10-10,18:57:21,0.351216,5560000.0,5504000.0,5518000.0,5507000.0
2017-10-10,19:59:55,0.13517200000000001,5560000.0,5490000.0,5543000.0,5522000.0
2017-10-10,21:00:04,0.14561500000000002,5560000.0,5513000.0,5560000.0,5513000.0
2017-10-10,21:59:42,0.906517,5560000.0,5515000.0,5515000.0,5560000.0
2017-10-10,22:59:12,0.149075,5590000.0,5541000.0,5542000.0,5560000.0
2017-10-10,23:59:05,0.17593576,5560000.0,5510000.0,5560000.0,5518000.0
2017-10-11,00:59:41,0.41082554,5544000.0,5465000.0,5469000.0,5537000.0
2017-10-11,01:59:00,0.118059,5547000.0,5487000.0,5535000.0,5527000.0
2017-10-11,02:58:27,4.47246329,5638000.0,5541000.0,5541000.0,5596000.0
2017-10-11,03:59:48,0.14491800000000002,5665000.0,5557000.0,5592000.0,5557000.0
2017-10-11,04:57:33,0.137018,5627000.0,5538000.0,5557000.0,5561000.0
2017-10-11,05:59:55,0.142929,5642000.0,5562000.0,5618000.0,5565000.0
2017-10-11,06:59:48,0.15336,5616000.0,5533000.0,5612000.0,5570000.0
2017-10-11,07:59:07,0.67491183,5567000.0,5473000.0,5565000.0,5526000.0
2017-10-11,08:59:05,0.471204,5548000.0,5459000.0,5486000.0,5486000.0
2017-10-11,09:59:38,0.172235,5550000.0,5451000.0,5533000.0,5505000.0
2017-10-11,10:57:41,0.15657541,5523000.0,5456000.0,5504000.0,5523000.0
2017-10-11,11:57:52,0.14681626,5546000.0,5471000.0,5502000.0,5537000.0
2017-10-11,13:00:12,0.249946,5538000.0,5460000.0,5493000.0,5504000.0
2017-10-11,14:00:25,0.13631600000000002,5519000.0,5460000.0,5462000.0,5517000.0
2017-10-11,15:00:05,0.1632604,5525000.0,5468000.0,5517000.0,5522000.0
2017-10-11,15:59:51,0.2811888,5538000.0,5479000.0,5519000.0,5519000.0
2017-10-11,16:59:40,0.161802,5547000.0,5475000.0,5483000.0,5539000.0
2017-10-11,17:58:19,0.11890099999999999,5574000.0,5507000.0,5550000.0,5566000.0
2017-10-11,19:00:03,0.128045,5572000.0,5510000.0,5562000.0,5570000.0
2017-10-11,20:00:00,0.182858,5593000.0,5527000.0,5570000.0,5544000.0
2017-10-11,20:59:49,0.2182695,5601000.0,5523000.0,5543000.0,5569000.0
2017-10-11,21:59:46,0.24881166,5569000.0,5487000.0,5527000.0,5487000.0
2017-10-11,22:59:31,0.133413,5538000.0,5482000.0,5533000.0,5494000.0
2017-10-11,23:57:18,0.14113699999999998,5545000.0,5486000.0,5536000.0,5543000.0
2017-10-12,00:59:34,0.30898000000000003,5576000.0,5495000.0,5529000.0,5576000.0
2017-10-12,01:59:12,0.124367,5601000.0,5535000.0,5582000.0,5589000.0
2017-10-12,02:59:50,0.129364,5600000.0,5543000.0,5591000.0,5570000.0
2017-10-12,04:00:07,0.108923,5574000.0,5524000.0,5568000.0,5569000.0
2017-10-12,05:00:18,0.123501,5605000.0,5517000.0,5528000.0,5567000.0
2017-10-12,05:58:46,0.147952,5575000.0,5505000.0,5514000.0,5562000.0
2017-10-12,06:58:42,0.14581,5565000.0,5508000.0,5563000.0,5564000.0
2017-10-12,07:59:30,0.157912,5571000.0,5503000.0,5549000.0,5551000.0
2017-10-12,09:00:14,0.326266,5568000.0,5511000.0,5557000.0,5557000.0
2017-10-12,09:59:18,0.137874,5575000.0,5515000.0,5569000.0,5569000.0
2017-10-12,10:59:16,0.122584,5582000.0,5528000.0,5565000.0,5579000.0
2017-10-12,11:59:12,0.22967988,5597000.0,5533000.0,5533000.0,5586000.0
2017-10-12,13:00:07,0.46902006,5597000.0,5550000.0,5588000.0,5550000.0
2017-10-12,13:58:57,0.17474954,5600000.0,5550000.0,5550000.0,5594000.0
2017-10-12,14:58:32,0.156632,5654000.0,5550000.0,5598000.0,5614000.0
2017-10-12,16:00:00,0.59956759,5683000.0,5608000.0,5666000.0,5669000.0
2017-10-12,16:58:44,0.17050399,5757000.0,5625000.0,5664000.0,5748000.0
2017-10-12,17:59:39,0.76784936,6003000.0,5783000.0,5800000.0,5849000.0
2017-10-12,18:59:38,0.19890613,5963000.0,5828000.0,5853000.0,5941000.0
2017-10-12,19:58:36,0.13445756,5982000.0,5840000.0,5895000.0,5928000.0
2017-10-12,20:58:50,0.80699467,6022000.0,5903000.0,5916000.0,5934000.0
2017-10-12,21:59:55,0.13328299999999998,6010000.0,5920000.0,5920000.0,5931000.0
2017-10-12,22:59:53,1.13912021,5978000.0,5886000.0,5934000.0,5897000.0
2017-10-12,23:59:18,0.16035305,5982000.0,5897000.0,5897000.0,5935000.0
2017-10-13,00:58:18,0.20631105,6104000.0,5935000.0,5938000.0,6101000.0
2017-10-13,02:00:02,0.11654,6213000.0,6062000.0,6062000.0,6174000.0
2017-10-13,03:05:18,14.35465177,6195000.0,5564000.0,6190000.0,6114000.0
2017-10-13,04:00:01,0.116453,6194000.0,6020000.0,6059000.0,6179000.0
2017-10-13,04:59:32,0.113533,6188000.0,6102000.0,6143000.0,6119000.0
2017-10-13,05:59:48,0.122947,6194000.0,6117000.0,6120000.0,6168000.0
2017-10-13,06:59:11,0.111383,6201000.0,6106000.0,6181000.0,6133000.0
2017-10-13,07:58:33,0.23956325,6209000.0,6105000.0,6125000.0,6154000.0
2017-10-13,08:59:30,0.13533,6377000.0,6154000.0,6189000.0,6332000.0
2017-10-13,09:58:49,0.77039914,6473000.0,6320000.0,6346000.0,6337000.0
2017-10-13,11:00:00,0.44254476,6485000.0,6318000.0,6335000.0,6415000.0
2017-10-13,11:59:55,6.58148349,6950000.0,6440000.0,6440000.0,6611000.0
2017-10-13,12:58:44,1.69942225,6774000.0,6560000.0,6674000.0,6685000.0
2017-10-13,13:59:06,0.58789162,6854000.0,6668000.0,6668000.0,6762000.0
2017-10-13,14:59:39,2.77058297,6765000.0,6459000.0,6707000.0,6471000.0
2017-10-13,15:59:49,0.45310233,6600000.0,6392000.0,6443000.0,6428000.0
2017-10-13,16:59:30,4.05370532,6560000.0,6149000.0,6402000.0,6458000.0
2017-10-13,17:59:44,0.12214000000000001,6675000.0,6495000.0,6495000.0,6538000.0
2017-10-13,18:59:32,0.13571857,6619000.0,6523000.0,6523000.0,6606000.0
2017-10-13,19:59:01,0.105032,6608000.0,6492000.0,6571000.0,6501000.0
2017-10-13,20:59:53,0.330884,6584000.0,6421000.0,6498000.0,6487000.0
2017-10-13,21:59:50,1.31130041,6545000.0,6353000.0,6539000.0,6359000.0
2017-10-13,22:59:36,0.26371945,6481000.0,6354000.0,6387000.0,6471000.0
2017-10-13,23:59:55,2.61196025,6665000.0,6433000.0,6433000.0,6576000.0
2017-10-14,00:59:53,0.112331,6602000.0,6457000.0,6583000.0,6526000.0
2017-10-14,01:58:56,0.31299575,6577000.0,6466000.0,6516000.0,6488000.0
2017-10-14,02:59:05,3.3024019,6574000.0,6420000.0,6503000.0,6555000.0
2017-10-14,03:59:12,0.10629000000000001,6547000.0,6421000.0,6544000.0,6446000.0
2017-10-14,05:00:12,0.11399000000000001,6456000.0,6332000.0,6445000.0,6439000.0
2017-10-14,05:59:52,0.10926500000000001,6489000.0,6387000.0,6387000.0,6426000.0
2017-10-14,06:59:17,0.128273,6467000.0,6384000.0,6442000.0,6406000.0
2017-10-14,07:59:42,0.27433902,6449000.0,6325000.0,6449000.0,6403000.0
2017-10-14,08:59:17,0.106552,6483000.0,6379000.0,6419000.0,6438000.0
2017-10-14,10:00:05,0.31059609,6467000.0,6322000.0,6427000.0,6322000.0
2017-10-14,10:58:02,0.112872,6427000.0,6326000.0,6326000.0,6380000.0
2017-10-14,11:58:29,0.115684,6474000.0,6380000.0,6380000.0,6406000.0
2017-10-14,12:59:23,0.127081,6478000.0,6390000.0,6393000.0,6465000.0
2017-10-14,13:59:25,0.077264,6491000.0,6435000.0,6465000.0,6455000.0
2017-10-14,14:59:49,0.11025303,6439000.0,6380000.0,6405000.0,6427000.0
2017-10-14,15:59:03,0.104117,6435000.0,6380000.0,6380000.0,6409000.0
2017-10-14,16:59:54,0.13774854,6471000.0,6380000.0,6380000.0,6445000.0
2017-10-14,18:00:10,0.112855,6474000.0,6380000.0,6442000.0,6433000.0
2017-10-14,18:59:22,0.12363800000000001,6442000.0,6380000.0,6439000.0,6426000.0
2017-10-14,20:00:05,0.10659,6488000.0,6380000.0,6431000.0,6470000.0
2017-10-14,20:58:54,0.50424386,6586000.0,6502000.0,6502000.0,6545000.0
2017-10-14,21:26:55,0.050497,6539000.0,6493000.0,6493000.0,6539000.0
2017-10-14,22:57:40,0.09094,6566000.0,6485000.0,6489000.0,6492000.0
2017-10-14,23:59:43,0.163191,6573000.0,6475000.0,6546000.0,6566000.0
2017-10-15,00:59:11,0.112008,6578000.0,6492000.0,6509000.0,6534000.0
