	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	5950.0	5900.0	6000.0	5840.0	101865.0
1	2018.05.25	6200.0	6010.0	6210.0	5930.0	148453.0
2	2018.05.24	6440.0	6250.0	6440.0	6250.0	75935.0
3	2018.05.23	6370.0	6340.0	6420.0	6230.0	92002.0
4	2018.05.21	6510.0	6360.0	6600.0	6300.0	68157.0
5	2018.05.18	6280.0	6510.0	6520.0	6280.0	70232.0
6	2018.05.17	6270.0	6290.0	6430.0	6270.0	51167.0
7	2018.05.16	6580.0	6290.0	6580.0	6290.0	89457.0
8	2018.05.15	6430.0	6670.0	6680.0	6350.0	161900.0
9	2018.05.14	6610.0	6430.0	6700.0	6330.0	94885.0
10	2018.05.11	6690.0	6610.0	6690.0	6540.0	53831.0
11	2018.05.10	6420.0	6580.0	6660.0	6310.0	118161.0
12	2018.05.09	6050.0	6420.0	6440.0	6000.0	212114.0
13	2018.05.08	6300.0	6100.0	6400.0	6020.0	113169.0
14	2018.05.04	6570.0	6300.0	6650.0	6240.0	233532.0
15	2018.05.03	6680.0	6590.0	6800.0	6590.0	114064.0
16	2018.05.02	6850.0	6700.0	6930.0	6700.0	182348.0
17	2018.04.30	7020.0	7000.0	7190.0	6720.0	201069.0
18	2018.04.27	7210.0	7120.0	7410.0	7100.0	138497.0
19	2018.04.26	7130.0	7220.0	7380.0	7130.0	97713.0
20	2018.04.25	7250.0	7090.0	7380.0	7070.0	144357.0
21	2018.04.24	7220.0	7290.0	7430.0	7220.0	116333.0
22	2018.04.23	7600.0	7280.0	7600.0	7250.0	206773.0
23	2018.04.20	7810.0	7600.0	7810.0	7490.0	306809.0
24	2018.04.19	7410.0	7670.0	7700.0	7140.0	386173.0
25	2018.04.18	7730.0	7400.0	7740.0	7200.0	480400.0
26	2018.04.17	7550.0	7640.0	7990.0	7340.0	951447.0
27	2018.04.16	6910.0	7480.0	7560.0	6910.0	1242837.0
28	2018.04.13	6680.0	6900.0	7080.0	6640.0	225859.0
29	2018.04.12	6840.0	6610.0	7060.0	6610.0	232883.0
30	2018.04.11	6940.0	6780.0	6970.0	6760.0	120062.0
31	2018.04.10	6720.0	6890.0	6890.0	6600.0	155607.0
32	2018.04.09	6720.0	6710.0	6850.0	6640.0	149491.0
33	2018.04.06	6980.0	6860.0	7040.0	6790.0	142161.0
34	2018.04.05	6930.0	6980.0	7180.0	6850.0	174624.0
35	2018.04.04	7170.0	6910.0	7200.0	6850.0	240436.0
36	2018.04.03	6990.0	7110.0	7180.0	6850.0	203591.0
37	2018.04.02	7250.0	7130.0	7250.0	7010.0	136481.0
38	2018.03.30	6980.0	7140.0	7160.0	6810.0	223750.0
39	2018.03.29	6660.0	6820.0	6870.0	6580.0	125648.0
40	2018.03.28	6800.0	6610.0	6890.0	6600.0	182159.0
41	2018.03.27	6910.0	6920.0	7010.0	6710.0	239037.0
42	2018.03.26	6660.0	6850.0	6850.0	6530.0	172231.0
43	2018.03.23	6900.0	6690.0	7080.0	6690.0	339831.0
44	2018.03.22	7600.0	7160.0	7610.0	7160.0	433103.0
45	2018.03.21	7220.0	7510.0	7540.0	7130.0	663913.0
46	2018.03.20	7230.0	7200.0	7360.0	7090.0	282021.0
47	2018.03.19	7650.0	7290.0	7760.0	7220.0	670175.0
48	2018.03.16	7280.0	7540.0	7550.0	7160.0	829961.0
49	2018.03.15	7480.0	7240.0	7480.0	7180.0	657121.0
50	2018.03.14	7400.0	7550.0	7550.0	7310.0	1059704.0
51	2018.03.13	6790.0	7460.0	8340.0	6680.0	8849137.0
52	2018.03.12	6540.0	6590.0	6650.0	6350.0	160572.0
53	2018.03.09	6270.0	6470.0	6470.0	6230.0	112328.0
54	2018.03.08	6100.0	6270.0	6270.0	6050.0	84250.0
55	2018.03.07	6090.0	6070.0	6240.0	6000.0	173349.0
56	2018.03.06	6000.0	6080.0	6120.0	5850.0	109104.0
57	2018.03.05	6370.0	6000.0	6420.0	5960.0	129408.0
58	2018.03.02	6270.0	6360.0	6410.0	6060.0	221235.0
59	2018.02.28	6850.0	6370.0	7100.0	6360.0	935245.0
60	2018.02.27	6420.0	6750.0	6820.0	6310.0	620741.0
61	2018.02.26	6490.0	6330.0	6490.0	6300.0	102322.0
62	2018.02.23	6250.0	6420.0	6570.0	6230.0	195344.0
63	2018.02.22	6460.0	6250.0	6460.0	6200.0	134076.0
64	2018.02.21	6350.0	6460.0	6470.0	6310.0	153027.0
65	2018.02.20	6400.0	6340.0	6530.0	6260.0	207989.0
66	2018.02.19	6170.0	6330.0	6460.0	6090.0	237600.0
67	2018.02.14	6130.0	6050.0	6130.0	5950.0	68595.0
68	2018.02.13	6290.0	6080.0	6320.0	6080.0	103681.0
69	2018.02.12	6260.0	6200.0	6300.0	6020.0	126683.0
70	2018.02.09	5900.0	5960.0	6240.0	5900.0	140237.0
71	2018.02.08	5880.0	6140.0	6210.0	5850.0	102608.0
72	2018.02.07	6400.0	5900.0	6410.0	5900.0	214609.0
73	2018.02.06	5450.0	6170.0	6330.0	5400.0	449632.0
74	2018.02.05	5750.0	5770.0	6100.0	5730.0	187704.0
75	2018.02.02	6530.0	6190.0	6540.0	6150.0	269131.0
76	2018.02.01	6560.0	6590.0	6900.0	6460.0	657731.0
77	2018.01.31	6310.0	6550.0	6580.0	6220.0	387354.0
78	2018.01.30	6170.0	6390.0	6850.0	6120.0	2069729.0
79	2018.01.29	6100.0	6120.0	6340.0	6060.0	792468.0
