	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	14300.0	13950.0	14500.0	13850.0	171132.0
1	2018.05.25	14200.0	14450.0	14450.0	14000.0	223729.0
2	2018.05.24	14750.0	14200.0	14750.0	14150.0	326844.0
3	2018.05.23	13700.0	14000.0	14100.0	13200.0	297555.0
4	2018.05.21	13700.0	13700.0	13950.0	13200.0	257278.0
5	2018.05.18	12700.0	12950.0	13150.0	12700.0	154792.0
6	2018.05.17	13300.0	12850.0	13350.0	12600.0	137606.0
7	2018.05.16	12900.0	13100.0	13350.0	12650.0	198156.0
8	2018.05.15	13250.0	13000.0	13550.0	12600.0	356943.0
9	2018.05.14	14050.0	13550.0	14100.0	13400.0	193789.0
10	2018.05.11	13850.0	14200.0	14250.0	13750.0	242870.0
11	2018.05.10	13300.0	13850.0	14200.0	13150.0	504589.0
12	2018.05.09	12000.0	13100.0	13100.0	11950.0	566036.0
13	2018.05.08	12750.0	12000.0	12750.0	11900.0	463912.0
14	2018.05.04	13000.0	12800.0	13050.0	12500.0	232803.0
15	2018.05.03	12900.0	13050.0	13600.0	12700.0	254553.0
16	2018.05.02	13350.0	12800.0	13500.0	12700.0	428916.0
17	2018.04.30	12700.0	13450.0	13600.0	12700.0	599105.0
18	2018.04.27	12250.0	12450.0	12850.0	12200.0	442881.0
19	2018.04.26	12400.0	12150.0	12500.0	12100.0	271112.0
20	2018.04.25	11950.0	12350.0	12900.0	11900.0	498061.0
21	2018.04.24	11600.0	12100.0	12450.0	11300.0	491531.0
22	2018.04.23	12600.0	11900.0	12700.0	11200.0	896618.0
23	2018.04.20	12400.0	12650.0	12900.0	12150.0	463215.0
24	2018.04.19	12300.0	12350.0	12700.0	12000.0	345012.0
25	2018.04.18	12500.0	12300.0	12950.0	11950.0	708960.0
26	2018.04.17	12000.0	12100.0	12500.0	11750.0	484779.0
27	2018.04.16	12150.0	12000.0	12650.0	11400.0	946489.0
28	2018.04.13	10650.0	11900.0	11900.0	10450.0	1257372.0
29	2018.04.12	10500.0	10700.0	11000.0	10050.0	839580.0
30	2018.04.11	10400.0	10400.0	10500.0	9750.0	886231.0
31	2018.04.10	9700.0	10250.0	11000.0	9610.0	2181500.0
32	2018.04.09	9080.0	9580.0	9590.0	8970.0	558127.0
33	2018.04.06	9060.0	9060.0	9140.0	8900.0	134847.0
34	2018.04.05	8830.0	9060.0	9110.0	8830.0	264032.0
35	2018.04.04	8970.0	8860.0	8970.0	8750.0	193354.0
36	2018.04.03	8700.0	8800.0	8930.0	8590.0	135385.0
37	2018.04.02	8590.0	8850.0	9020.0	8360.0	385860.0
38	2018.03.30	8680.0	8590.0	8740.0	8510.0	139243.0
39	2018.03.29	8300.0	8580.0	8880.0	8300.0	251008.0
40	2018.03.28	8500.0	8410.0	8500.0	8220.0	206846.0
41	2018.03.27	8070.0	8530.0	8600.0	8070.0	263298.0
42	2018.03.26	7890.0	8060.0	8230.0	7870.0	247687.0
43	2018.03.23	7900.0	8030.0	8090.0	7880.0	189693.0
44	2018.03.22	8270.0	8200.0	8390.0	8000.0	300810.0
45	2018.03.21	8310.0	8400.0	8430.0	8200.0	182081.0
46	2018.03.20	8220.0	8310.0	8380.0	7930.0	366625.0
47	2018.03.19	9020.0	8190.0	9020.0	7870.0	937721.0
48	2018.03.16	9430.0	9020.0	9440.0	8890.0	477695.0
49	2018.03.15	8990.0	9350.0	9460.0	8860.0	675826.0
50	2018.03.14	8960.0	8860.0	9030.0	8770.0	181811.0
51	2018.03.13	9030.0	9000.0	9060.0	8950.0	154062.0
52	2018.03.12	9150.0	9020.0	9160.0	8950.0	219870.0
53	2018.03.09	8900.0	9040.0	9090.0	8800.0	444721.0
54	2018.03.08	8770.0	8860.0	9020.0	8670.0	285929.0
55	2018.03.07	8930.0	8720.0	8930.0	8670.0	211203.0
56	2018.03.06	8740.0	8900.0	8950.0	8550.0	346288.0
57	2018.03.05	9010.0	8740.0	9160.0	8740.0	327197.0
58	2018.03.02	8860.0	9000.0	9080.0	8820.0	299218.0
59	2018.02.28	8900.0	8950.0	9240.0	8850.0	485036.0
60	2018.02.27	8500.0	8870.0	8890.0	8420.0	372169.0
61	2018.02.26	8700.0	8510.0	8730.0	8510.0	210536.0
62	2018.02.23	8590.0	8660.0	8740.0	8580.0	184722.0
63	2018.02.22	8750.0	8620.0	8800.0	8580.0	271280.0
64	2018.02.21	9000.0	8820.0	9050.0	8760.0	206957.0
65	2018.02.20	9000.0	8880.0	9100.0	8780.0	393002.0
66	2018.02.19	8700.0	8880.0	9110.0	8650.0	460717.0
67	2018.02.14	8810.0	8600.0	9350.0	8500.0	1760131.0
68	2018.02.13	7800.0	8590.0	9030.0	7720.0	2045017.0
69	2018.02.12	7500.0	7760.0	7870.0	7420.0	272094.0
70	2018.02.09	7350.0	7430.0	7560.0	7340.0	144453.0
71	2018.02.08	7450.0	7610.0	7650.0	7350.0	82350.0
