	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	407000.0	403500.0	411000.0	401500.0	46455.0
1	2018.05.25	408500.0	406000.0	413000.0	405000.0	33733.0
2	2018.05.24	409500.0	408500.0	412000.0	407500.0	26078.0
3	2018.05.23	415000.0	409500.0	423500.0	409000.0	58888.0
4	2018.05.21	432500.0	423500.0	435000.0	422000.0	18514.0
5	2018.05.18	421500.0	429500.0	429500.0	421500.0	13358.0
6	2018.05.17	428500.0	421000.0	430500.0	421000.0	36025.0
7	2018.05.16	427500.0	431500.0	433000.0	423000.0	30478.0
8	2018.05.15	434500.0	431000.0	440000.0	425000.0	46604.0
9	2018.05.14	437000.0	440500.0	443500.0	436000.0	35222.0
10	2018.05.11	428000.0	437000.0	441500.0	427500.0	61379.0
11	2018.05.10	410000.0	433000.0	433000.0	407500.0	74068.0
12	2018.05.09	408000.0	408500.0	413500.0	406000.0	34650.0
13	2018.05.08	410000.0	410000.0	419000.0	410000.0	36385.0
14	2018.05.04	404000.0	414000.0	429000.0	404000.0	57306.0
15	2018.05.03	415500.0	411000.0	419500.0	411000.0	17749.0
16	2018.05.02	420500.0	420000.0	426000.0	413500.0	33894.0
17	2018.04.30	421500.0	422500.0	425500.0	419000.0	29819.0
18	2018.04.27	412500.0	421000.0	426500.0	412500.0	30420.0
19	2018.04.26	402000.0	421000.0	421000.0	401500.0	43114.0
20	2018.04.25	416000.0	402500.0	416000.0	402000.0	31735.0
21	2018.04.24	410500.0	413500.0	417500.0	409000.0	27502.0
22	2018.04.23	411000.0	413000.0	415000.0	410000.0	21383.0
23	2018.04.20	412500.0	411000.0	416500.0	408000.0	35070.0
24	2018.04.19	419500.0	417000.0	425000.0	411000.0	50514.0
25	2018.04.18	423500.0	425000.0	429000.0	423000.0	32793.0
26	2018.04.17	429500.0	427500.0	431000.0	426000.0	27747.0
27	2018.04.16	427000.0	426000.0	427500.0	422000.0	31754.0
28	2018.04.13	423000.0	421500.0	426500.0	420500.0	32284.0
29	2018.04.12	421500.0	426500.0	427000.0	421500.0	30093.0
30	2018.04.11	404500.0	421500.0	424500.0	404000.0	45463.0
