	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	19950.0	21000.0	21700.0	19900.0	597239.0
1	2018.05.25	16100.0	16850.0	17550.0	15700.0	796634.0
2	2018.05.24	22750.0	20900.0	22750.0	19000.0	253458.0
3	2018.05.23	21500.0	21700.0	22200.0	21500.0	182216.0
4	2018.05.21	21550.0	22000.0	22000.0	21450.0	304877.0
5	2018.05.18	21100.0	21550.0	21550.0	20400.0	610801.0
6	2018.05.17	19150.0	20650.0	22600.0	19000.0	2693014.0
7	2018.05.16	19700.0	19100.0	20850.0	18350.0	845911.0
8	2018.05.15	21200.0	21350.0	22650.0	20050.0	2650247.0
9	2018.05.14	15300.0	19350.0	19350.0	15250.0	2160467.0
10	2018.05.11	14450.0	14900.0	14900.0	14250.0	28738.0
11	2018.05.10	14300.0	14450.0	14450.0	14200.0	8928.0
12	2018.05.09	14450.0	14250.0	14550.0	13950.0	31941.0
13	2018.05.08	14750.0	14450.0	14800.0	14250.0	45316.0
14	2018.05.04	14400.0	14750.0	14850.0	14200.0	51606.0
15	2018.05.03	14900.0	14400.0	14900.0	13800.0	51670.0
16	2018.05.02	14750.0	14800.0	15100.0	14600.0	95180.0
17	2018.04.30	14450.0	14600.0	14900.0	14300.0	77600.0
18	2018.04.27	14400.0	14450.0	14450.0	14250.0	13576.0
19	2018.04.26	14250.0	14300.0	14400.0	14200.0	13853.0
20	2018.04.25	14200.0	14300.0	14400.0	14000.0	22371.0
21	2018.04.24	14450.0	14350.0	14500.0	14250.0	19071.0
22	2018.04.23	13950.0	14450.0	14500.0	13950.0	34971.0
23	2018.04.20	14100.0	13900.0	14100.0	13900.0	13266.0
24	2018.04.19	14050.0	14100.0	14200.0	13850.0	59554.0
25	2018.04.18	13600.0	14050.0	14050.0	13550.0	32210.0
26	2018.04.17	13600.0	13550.0	13650.0	13450.0	14797.0
27	2018.04.16	13600.0	13550.0	13700.0	13500.0	13692.0
28	2018.04.13	13700.0	13550.0	13700.0	13450.0	23807.0
29	2018.04.12	13750.0	13650.0	13750.0	13550.0	18127.0
30	2018.04.11	13700.0	13700.0	13750.0	13600.0	18794.0
31	2018.04.10	13500.0	13750.0	13800.0	13500.0	3930.0
32	2018.04.09	13550.0	13500.0	13700.0	13450.0	35084.0
33	2018.04.06	13600.0	13650.0	13700.0	13500.0	14434.0
34	2018.04.05	13700.0	13600.0	13900.0	13550.0	25604.0
35	2018.04.04	13900.0	13650.0	14050.0	13650.0	24550.0
36	2018.04.03	13750.0	13850.0	14000.0	13600.0	18912.0
37	2018.04.02	14050.0	13750.0	14150.0	13650.0	16121.0
38	2018.03.30	13900.0	14100.0	14150.0	13800.0	9065.0
39	2018.03.29	13750.0	13750.0	13900.0	13700.0	7223.0
40	2018.03.28	13800.0	13750.0	13950.0	13700.0	10361.0
41	2018.03.27	13700.0	13900.0	13950.0	13650.0	13931.0
42	2018.03.26	13700.0	13600.0	13900.0	13600.0	23013.0
43	2018.03.23	13750.0	13750.0	14400.0	13700.0	34634.0
44	2018.03.22	14200.0	13900.0	14300.0	13900.0	29445.0
45	2018.03.21	13950.0	14200.0	14300.0	13900.0	18272.0
46	2018.03.20	13800.0	13950.0	14000.0	13800.0	11645.0
47	2018.03.19	13950.0	13900.0	14100.0	13900.0	17373.0
48	2018.03.16	14050.0	14000.0	14250.0	13900.0	104891.0
49	2018.03.15	14000.0	14050.0	14100.0	13950.0	8558.0
50	2018.03.14	14200.0	14000.0	14200.0	13950.0	31617.0
51	2018.03.13	14150.0	14150.0	14250.0	14100.0	14016.0
