	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	6450.0	6500.0	6570.0	6390.0	74632.0
1	2018.05.25	6220.0	6320.0	6460.0	6220.0	36297.0
2	2018.05.24	6570.0	6460.0	6640.0	6420.0	26392.0
3	2018.05.23	6600.0	6570.0	6620.0	6490.0	30620.0
4	2018.05.21	6360.0	6600.0	6610.0	6350.0	61569.0
5	2018.05.18	6390.0	6390.0	6500.0	6360.0	13146.0
6	2018.05.17	6290.0	6440.0	6440.0	6290.0	26063.0
7	2018.05.16	6430.0	6290.0	6500.0	6280.0	63141.0
8	2018.05.15	6490.0	6510.0	6620.0	6370.0	69128.0
9	2018.05.14	6640.0	6490.0	6640.0	6460.0	38733.0
10	2018.05.11	6490.0	6580.0	6610.0	6400.0	33335.0
11	2018.05.10	6430.0	6400.0	6430.0	6320.0	16541.0
12	2018.05.09	6590.0	6340.0	6590.0	6170.0	50998.0
13	2018.05.08	6680.0	6520.0	6690.0	6480.0	43432.0
14	2018.05.04	6760.0	6680.0	6850.0	6600.0	82962.0
15	2018.05.03	6880.0	6650.0	6900.0	6570.0	89969.0
16	2018.05.02	6530.0	6820.0	7010.0	6520.0	490886.0
17	2018.04.30	6360.0	6480.0	6490.0	6360.0	32451.0
18	2018.04.27	6420.0	6400.0	6430.0	6360.0	10604.0
19	2018.04.26	6380.0	6410.0	6410.0	6350.0	18033.0
20	2018.04.25	6430.0	6410.0	6430.0	6340.0	18860.0
21	2018.04.24	6420.0	6420.0	6420.0	6360.0	23296.0
22	2018.04.23	6370.0	6380.0	6410.0	6330.0	37942.0
23	2018.04.20	6370.0	6320.0	6380.0	6320.0	11946.0
24	2018.04.19	6370.0	6370.0	6380.0	6290.0	28031.0
25	2018.04.18	6340.0	6290.0	6350.0	6240.0	11823.0
26	2018.04.17	6310.0	6280.0	6310.0	6230.0	13864.0
27	2018.04.16	6330.0	6290.0	6340.0	6200.0	10307.0
28	2018.04.13	6350.0	6330.0	6360.0	6320.0	12270.0
29	2018.04.12	6380.0	6370.0	6380.0	6300.0	4887.0
30	2018.04.11	6350.0	6370.0	6370.0	6310.0	7645.0
31	2018.04.10	6280.0	6340.0	6340.0	6270.0	18081.0
32	2018.04.09	6350.0	6340.0	6370.0	6300.0	7947.0
33	2018.04.06	6400.0	6350.0	6400.0	6270.0	12344.0
34	2018.04.05	6380.0	6340.0	6380.0	6280.0	16008.0
35	2018.04.04	6420.0	6310.0	6470.0	6240.0	51298.0
36	2018.04.03	6220.0	6330.0	6330.0	6170.0	45631.0
37	2018.04.02	6240.0	6220.0	6270.0	6190.0	13234.0
38	2018.03.30	6220.0	6220.0	6230.0	6170.0	7140.0
39	2018.03.29	6170.0	6210.0	6210.0	6140.0	10029.0
40	2018.03.28	6100.0	6170.0	6170.0	6060.0	37807.0
41	2018.03.27	6070.0	6100.0	6120.0	6050.0	25401.0
42	2018.03.26	6080.0	6080.0	6090.0	6040.0	17093.0
43	2018.03.23	6050.0	6080.0	6080.0	6030.0	25242.0
44	2018.03.22	6080.0	6080.0	6090.0	6050.0	11420.0
45	2018.03.21	6040.0	6050.0	6090.0	6040.0	10146.0
46	2018.03.20	6050.0	6060.0	6080.0	6030.0	12487.0
47	2018.03.19	6070.0	6040.0	6090.0	6020.0	8412.0
48	2018.03.16	6050.0	6060.0	6060.0	6010.0	11532.0
49	2018.03.15	6040.0	6060.0	6070.0	6020.0	9041.0
