	날짜	시가	종가	고가	저가	거래량
0	2018.05.28	77100.0	76100.0	77200.0	75300.0	186116.0
1	2018.05.25	77000.0	76000.0	77200.0	76000.0	243305.0
2	2018.05.24	76600.0	76500.0	77000.0	75800.0	401282.0
3	2018.05.23	76700.0	77400.0	77800.0	76600.0	340815.0
4	2018.05.21	80000.0	78900.0	80400.0	78600.0	221474.0
5	2018.05.18	78800.0	79800.0	79800.0	78800.0	156780.0
6	2018.05.17	79400.0	78800.0	80000.0	78700.0	235197.0
7	2018.05.16	79500.0	79400.0	80300.0	78600.0	140248.0
8	2018.05.15	79500.0	79700.0	80200.0	78400.0	183376.0
9	2018.05.14	81100.0	80000.0	81400.0	79700.0	141463.0
10	2018.05.11	80700.0	81100.0	81300.0	79600.0	198493.0
11	2018.05.10	78400.0	81100.0	81100.0	78300.0	443695.0
12	2018.05.09	76500.0	77600.0	77900.0	76100.0	341270.0
13	2018.05.08	78100.0	76500.0	79200.0	76300.0	506179.0
14	2018.05.04	80700.0	78400.0	80800.0	78400.0	351473.0
15	2018.05.03	81900.0	81200.0	82000.0	81100.0	210272.0
16	2018.05.02	81400.0	81600.0	81600.0	80500.0	302001.0
17	2018.04.30	80900.0	81100.0	81500.0	80400.0	171720.0
18	2018.04.27	81000.0	80400.0	81700.0	79800.0	241999.0
19	2018.04.26	82200.0	80700.0	82500.0	80500.0	337092.0
20	2018.04.25	83500.0	82100.0	83600.0	81300.0	529686.0
21	2018.04.24	84300.0	83200.0	84400.0	82900.0	231871.0
22	2018.04.23	85300.0	84000.0	85300.0	83500.0	210413.0
23	2018.04.20	85300.0	84600.0	85300.0	84100.0	168426.0
24	2018.04.19	84100.0	85000.0	85300.0	84100.0	170874.0
25	2018.04.18	84700.0	84700.0	85300.0	84300.0	188070.0
26	2018.04.17	83500.0	84300.0	84800.0	83200.0	166986.0
27	2018.04.16	85100.0	83600.0	85100.0	83000.0	188865.0
28	2018.04.13	85800.0	84500.0	86500.0	83900.0	286563.0
29	2018.04.12	84500.0	85600.0	85600.0	84500.0	226382.0
30	2018.04.11	85300.0	84800.0	86100.0	84100.0	249353.0
31	2018.04.10	84600.0	86100.0	86300.0	84500.0	229614.0
32	2018.04.09	85100.0	85300.0	85900.0	84000.0	213195.0
33	2018.04.06	83700.0	84900.0	85400.0	82600.0	229979.0
34	2018.04.05	84500.0	83800.0	85400.0	83500.0	211782.0
35	2018.04.04	86100.0	83700.0	86800.0	82900.0	331736.0
36	2018.04.03	86700.0	86100.0	87100.0	85600.0	206103.0
37	2018.04.02	85800.0	87100.0	87600.0	85800.0	174943.0
38	2018.03.30	86400.0	86100.0	87000.0	85700.0	258526.0
39	2018.03.29	86200.0	86900.0	88000.0	85700.0	238948.0
40	2018.03.28	86600.0	85600.0	87400.0	84800.0	237040.0
41	2018.03.27	87900.0	87800.0	89200.0	86700.0	189348.0
42	2018.03.26	86500.0	86700.0	87800.0	85500.0	140194.0
43	2018.03.23	87200.0	86000.0	87700.0	85700.0	209682.0
44	2018.03.22	88100.0	89000.0	89800.0	88000.0	215517.0
45	2018.03.21	88500.0	88600.0	90200.0	88500.0	188787.0
46	2018.03.20	89100.0	89300.0	90100.0	88600.0	147701.0
47	2018.03.19	90600.0	89600.0	90700.0	89200.0	125024.0
48	2018.03.16	89400.0	90400.0	90400.0	89200.0	239233.0
49	2018.03.15	89900.0	89100.0	89900.0	88000.0	152092.0
50	2018.03.14	89000.0	89300.0	89700.0	87900.0	172316.0
51	2018.03.13	87600.0	90400.0	90400.0	87000.0	251721.0
52	2018.03.12	90000.0	89000.0	90000.0	85500.0	176608.0
53	2018.03.09	87300.0	88400.0	89200.0	87100.0	214971.0
54	2018.03.08	86700.0	87400.0	87400.0	85400.0	309301.0
55	2018.03.07	84700.0	85800.0	86600.0	84700.0	317209.0
56	2018.03.06	85300.0	85800.0	85800.0	83700.0	245589.0
57	2018.03.05	82800.0	84400.0	85200.0	82800.0	224784.0
58	2018.03.02	84300.0	83500.0	85600.0	82700.0	308112.0
59	2018.02.28	86600.0	86200.0	86700.0	85600.0	248066.0
60	2018.02.27	86000.0	85900.0	86800.0	85700.0	232167.0
61	2018.02.26	86300.0	86500.0	86600.0	85200.0	181421.0
62	2018.02.23	85300.0	85900.0	86000.0	84700.0	153604.0
63	2018.02.22	84700.0	84500.0	85500.0	84300.0	182482.0
64	2018.02.21	84400.0	86000.0	86000.0	83700.0	310881.0
65	2018.02.20	85600.0	84100.0	86200.0	83900.0	258975.0
66	2018.02.19	87700.0	86600.0	87700.0	85200.0	216713.0
67	2018.02.14	86400.0	85800.0	86700.0	84700.0	234691.0
68	2018.02.13	84800.0	85600.0	86300.0	83900.0	294401.0
69	2018.02.12	84600.0	84600.0	85200.0	82400.0	186241.0
70	2018.02.09	85400.0	84500.0	85900.0	83600.0	329974.0
71	2018.02.08	85500.0	86100.0	87300.0	84500.0	384668.0
72	2018.02.07	86400.0	84200.0	87900.0	84200.0	445223.0
73	2018.02.06	88500.0	86000.0	88800.0	84300.0	499763.0
74	2018.02.05	90500.0	88200.0	90900.0	88100.0	311405.0
75	2018.02.02	92000.0	90400.0	92100.0	89600.0	273527.0
76	2018.02.01	89200.0	92000.0	92200.0	89200.0	431754.0
77	2018.01.31	90800.0	89100.0	90800.0	87000.0	531602.0
78	2018.01.30	93700.0	90800.0	93900.0	90500.0	337643.0
79	2018.01.29	94500.0	93700.0	96200.0	93000.0	306608.0
80	2018.01.26	93800.0	94200.0	94600.0	92700.0	210848.0
81	2018.01.25	94300.0	94900.0	96500.0	93100.0	445090.0
82	2018.01.24	93700.0	93300.0	94300.0	92600.0	229429.0
83	2018.01.23	93000.0	94500.0	94700.0	92600.0	287509.0
84	2018.01.22	93500.0	93900.0	93900.0	92300.0	145345.0
85	2018.01.19	91800.0	93500.0	93500.0	91800.0	158949.0
86	2018.01.18	93300.0	92800.0	94200.0	92000.0	178809.0
87	2018.01.17	93300.0	93800.0	94400.0	93200.0	197896.0
88	2018.01.16	93500.0	94500.0	94500.0	93200.0	205082.0
89	2018.01.15	94700.0	94200.0	94700.0	92500.0	181317.0
90	2018.01.12	94300.0	94300.0	94600.0	93300.0	246619.0
91	2018.01.11	93700.0	93300.0	93800.0	91300.0	274631.0
92	2018.01.10	93100.0	92300.0	93800.0	91900.0	206096.0
93	2018.01.09	89800.0	93600.0	94800.0	89600.0	419749.0
94	2018.01.08	89200.0	89600.0	90500.0	88800.0	231615.0
95	2018.01.05	89200.0	88800.0	89200.0	87800.0	260522.0
96	2018.01.04	90200.0	89100.0	90800.0	88500.0	261247.0
97	2018.01.03	90000.0	90000.0	91000.0	89600.0	238461.0
98	2018.01.02	90900.0	90800.0	91500.0	89200.0	175563.0
99	2017.12.28	90300.0	91000.0	91300.0	89500.0	106393.0
100	2017.12.27	88300.0	90200.0	90500.0	87200.0	162583.0
101	2017.12.26	88000.0	89500.0	89700.0	87700.0	200642.0
102	2017.12.22	89800.0	88000.0	89800.0	87300.0	181817.0
103	2017.12.21	89000.0	88900.0	90000.0	88200.0	159405.0
104	2017.12.20	89900.0	89900.0	90900.0	89100.0	189830.0
105	2017.12.19	89600.0	90400.0	91400.0	89600.0	214200.0
106	2017.12.18	89500.0	90000.0	90700.0	88700.0	197447.0
107	2017.12.15	87800.0	89600.0	89800.0	87400.0	398732.0
108	2017.12.14	87800.0	86700.0	88900.0	86700.0	562440.0
109	2017.12.13	85900.0	87100.0	87300.0	85900.0	228369.0
110	2017.12.12	86300.0	86200.0	87700.0	85700.0	177410.0
111	2017.12.11	86900.0	87100.0	87500.0	86300.0	100324.0
112	2017.12.08	86600.0	87500.0	87800.0	86500.0	210188.0
113	2017.12.07	88100.0	86800.0	89100.0	86100.0	261608.0
114	2017.12.06	88800.0	88100.0	88800.0	87200.0	255255.0
115	2017.12.05	88400.0	88300.0	89400.0	88000.0	180926.0
116	2017.12.04	89400.0	89800.0	90100.0	88500.0	137589.0
117	2017.12.01	90300.0	88400.0	90800.0	87700.0	209348.0
118	2017.11.30	90100.0	91000.0	91000.0	88800.0	544404.0
119	2017.11.29	87100.0	88700.0	88800.0	86300.0	184545.0
120	2017.11.28	89100.0	87700.0	89400.0	87100.0	192238.0
121	2017.11.27	88300.0	88900.0	89700.0	87500.0	208675.0
122	2017.11.24	89400.0	89100.0	89800.0	88000.0	168794.0
123	2017.11.23	88800.0	88600.0	89500.0	87900.0	137185.0
124	2017.11.22	87300.0	89600.0	90300.0	87000.0	209745.0
125	2017.11.21	88000.0	87800.0	88500.0	87500.0	169059.0
126	2017.11.20	87500.0	88100.0	88600.0	87000.0	218238.0
127	2017.11.17	88900.0	87300.0	89300.0	86200.0	326235.0
128	2017.11.16	86300.0	88900.0	88900.0	86000.0	334486.0
129	2017.11.15	84900.0	85800.0	86600.0	84700.0	401030.0
130	2017.11.14	85000.0	84200.0	85300.0	83600.0	301811.0
131	2017.11.13	88000.0	84600.0	88500.0	84400.0	597891.0
132	2017.11.10	87500.0	88900.0	89000.0	87300.0	274960.0
133	2017.11.09	87700.0	87700.0	88300.0	86800.0	328819.0
134	2017.11.08	85600.0	87300.0	87600.0	85300.0	307801.0
135	2017.11.07	86700.0	86400.0	87800.0	85700.0	185825.0
136	2017.11.06	86500.0	87100.0	87600.0	86300.0	147281.0
137	2017.11.03	88000.0	87700.0	88400.0	86400.0	223008.0
138	2017.11.02	87000.0	87800.0	88000.0	86200.0	297461.0
